WigleWifi-1.4,appRelease=2.60,model=SM-G973F,release=11,device=beyond1,display=RP1A.200720.012.G973FXXU9FUCD,board=exynos9820,brand=samsung
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
0a:56:ee:c8:84:9f,,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],2021-05-13 17:42:36,108,-93,59.91842340339196,10.760594893357199,77.86928160438121,6,WIFI
2a:56:ee:c8:84:9f,Gastrofix-POS-M,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2021-05-13 17:42:36,108,-94,59.91842340339196,10.760594893357199,77.86928160438121,6,WIFI
a2:17:d8:04:63:e3,Qsys,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2021-05-13 17:42:36,48,-95,59.91842340339196,10.760594893357199,77.86928160438121,6,WIFI
b2:17:d8:04:63:e3,Gastrofix-POS-M,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2021-05-13 17:42:36,48,-96,59.91842340339196,10.760594893357199,77.86928160438121,6,WIFI
fa:8f:ca:56:aa:6c,,[ESS],2021-05-13 17:42:39,60,-66,59.91841985333936,10.760594186258713,77.86871638416149,6,WIFI
2e:56:ee:c8:84:9f,Gastrofix-POS,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2021-05-13 17:42:39,108,-92,59.91841985333936,10.760594186258713,77.86871638416149,6,WIFI
3a:56:ee:c8:84:9f,Qsys,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2021-05-13 17:42:39,108,-93,59.91841985333936,10.760594186258713,77.86871638416149,6,WIFI
53:27:ba:ec:70:78,,Uncategorized;10,2021-05-13 17:42:41,7936,-79,59.918415460907134,10.760591859569317,77.15343039741872,6,BT
7f:b1:b1:31:eb:2a,,Misc,2021-05-13 17:42:41,0,-83,59.918415460907134,10.760591859569317,77.15343039741872,6,BLE
60:7e:c9:2f:30:02,Camilla sin iPhone,Smartphone;12,2021-05-13 17:42:41,524,-39,59.918415460907134,10.760591859569317,77.15343039741872,6,BLE
7a:51:24:1d:39:48,,Misc,2021-05-13 17:42:41,0,-81,59.918415460907134,10.760591859569317,77.15343039741872,6,BLE
4e:ce:1a:78:16:ed,,Misc,2021-05-13 17:42:41,0,-82,59.918415460907134,10.760591859569317,77.15343039741872,6,BLE
57:11:4d:80:73:c1,,Misc,2021-05-13 17:42:43,0,-83,59.91841135417227,10.760588885093256,76.84197642804372,4,BLE
14:bb:6e:09:79:ba,[TV] UE50J6275,Misc,2021-05-13 17:42:43,7936,-70,59.91841135417227,10.760588885093256,76.84197642804372,4,BLE
8c:79:f5:d3:63:df,,Misc,2021-05-13 17:42:43,0,-91,59.91841135417227,10.760588885093256,76.84197642804372,4,BLE
59:e3:e8:cb:87:72,,Misc,2021-05-13 17:42:43,0,-61,59.91841135417227,10.760588885093256,76.84197642804372,4,BLE
54:16:2a:8b:04:3a,,Misc,2021-05-13 17:42:43,0,-90,59.91841135417227,10.760588885093256,76.84197642804372,4,BLE
f4:17:b8:c0:23:66,Air4930_4374,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-13 17:42:45,6,-82,59.91840806193332,10.760589987893862,76.60840918958286,4,WIFI
a8:5e:45:62:0e:4c,ByggB=360.001-OU001,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-13 17:42:48,6,-74,59.91840417210812,10.760589187798393,76.17267189290781,4,WIFI
98:da:c4:9c:9f:b3,Vekstika2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-13 17:42:48,48,-86,59.91840417210812,10.760589187798393,76.17267189290781,4,WIFI
c3:e1:84:dc:f4:34,LE_WH-1000XM4,Misc,2021-05-13 17:42:48,0,-84,59.91840417210812,10.760589187798393,76.17267189290781,4,BLE
fa:8f:ca:34:d2:bc,,[ESS],2021-05-13 17:42:51,108,-84,59.91840295203814,10.760588571601302,75.97698947412518,4,WIFI
50:1c:b0:b5:03:4f,ok-i,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],2021-05-13 17:42:51,44,-88,59.91840295203814,10.760588571601302,75.97698947412518,4,WIFI
36:56:ee:c8:81:ca,Sudost,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2021-05-13 17:42:54,108,-73,59.91840245557184,10.760579631685594,75.78565815523977,6,WIFI
32:56:ee:c8:81:ca,Sudost Gjest,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2021-05-13 17:42:54,108,-73,59.91840245557184,10.760579631685594,75.78565815523977,6,WIFI
d0:6e:de:90:87:0b,Get-5G-908706-2G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-13 17:42:54,11,-74,59.91840245557184,10.760579631685594,75.78565815523977,6,WIFI
98:1e:19:a1:e3:ac,Berbadinternet 2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-13 17:42:54,11,-76,59.91840245557184,10.760579631685594,75.78565815523977,6,WIFI
5c:f4:ab:48:40:0c,BMR-Guest,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-13 17:42:54,8,-86,59.91840245557184,10.760579631685594,75.78565815523977,6,WIFI
38:d5:47:1f:9d:bc,ASUS_5G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-13 17:42:57,112,-81,59.918395668995394,10.760575385659541,75.61736129354203,6,WIFI
aa:17:d8:04:63:e3,Sudost Gjest,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2021-05-13 17:42:57,48,-96,59.918395668995394,10.760575385659541,75.61736129354203,6,WIFI
